订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
20160803749	冯颖	珠海	718	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-03 19:54:55
20160803749	冯颖	珠海	718	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-03 19:55:06
20160803749	冯颖	珠海	718	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-03 19:55:26
20160803749	冯颖	珠海	718	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-03 19:55:26
20160803749	冯颖	珠海	718	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-03 20:00:05
20160803749	冯颖	珠海	718	蒜香包	13	1	8.0	面包类	蒜香	2016-08-03 20:00:13
20160803749	冯颖	珠海	718	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-03 20:01:36
20160804669	沈磊	珠海	1006	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-04 21:12:14
20160804669	沈磊	珠海	1006	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-04 21:14:46
20160804669	沈磊	珠海	1006	避风塘炒蟹	48	1	29.0	蟹类	微辣	2016-08-04 21:16:51
20160804669	沈磊	珠海	1006	清蒸海鱼	78	1	55.0	鱼类	清淡	2016-08-04 21:16:55
20160804669	沈磊	珠海	1006	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-04 21:17:23
20160804669	沈磊	珠海	1006	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-04 21:18:21
20160804669	沈磊	珠海	1006	酸辣藕丁	33	1	15.0	茎菜类	酸辣	2016-08-04 21:19:51
20160804669	沈磊	珠海	1006	不加一滴油的酸奶蛋糕	7	1	4.0	糕点类	甜	2016-08-04 21:21:34
20160804669	沈磊	珠海	1006	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-04 21:21:35
20160804669	沈磊	珠海	1006	法国波尔多AOC干红葡萄酒原	159	1	100.0	红酒类	果味	2016-08-04 21:22:05
20160804669	沈磊	珠海	1006	纸杯蛋糕	8	1	3.0	糕点类	奶香	2016-08-04 21:22:14
20160804669	沈磊	珠海	1006	白饭/大碗	10	2	5.0	米饭类	原味	2016-08-04 21:22:30
20160804669	沈磊	珠海	1006	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-04 21:22:37
20160804669	沈磊	珠海	1006	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-04 21:23:23
20160804669	沈磊	珠海	1006	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-04 21:23:50
20160804669	沈磊	珠海	1006	桂圆枸杞鸽子汤	48	1	32.0	其他肉类	香草味	2016-08-04 21:24:18
20160804669	沈磊	珠海	1006	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-04 21:24:51
20160804669	沈磊	珠海	1006	党参黄芪炖牛尾	35	1	20.0	牛肉类	咸鲜	2016-08-04 21:25:59
20160804669	沈磊	珠海	1006	鲜美鳝鱼	55	1	19.0	其他水产	咸鲜	2016-08-04 21:27:21
20160805333	徐嘉怡	珠海	159	小炒羊腰	36	1	20.0	羊肉类	微辣	2016-08-05 12:04:54
20160805333	徐嘉怡	珠海	159	金玉良缘	30	1	12.0	茎菜类	微辣	2016-08-05 12:06:20
20160805333	徐嘉怡	珠海	159	清蒸蝶鱼	56	1	30.0	鱼类	爽口	2016-08-05 12:10:02
20160805333	徐嘉怡	珠海	159	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-05 12:15:49
20160805333	徐嘉怡	珠海	159	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-05 12:19:39
20160807836	苗成林	珠海	720	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-07 11:47:36
20160807836	苗成林	珠海	720	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-07 11:47:54
20160807836	苗成林	珠海	720	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 11:48:39
20160807836	苗成林	珠海	720	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 11:49:56
20160807836	苗成林	珠海	720	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-07 11:50:33
20160807836	苗成林	珠海	720	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-07 11:53:53
20160807836	苗成林	珠海	720	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-07 11:55:39
20160807836	苗成林	珠海	720	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-07 11:58:59
20160807836	苗成林	珠海	720	红酒炖羊肉	108	1	69.0	羊肉类	微辣	2016-08-07 11:59:22
20160807836	苗成林	珠海	720	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-07 11:59:46
20160807836	苗成林	珠海	720	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-07 12:00:29
20160807836	苗成林	珠海	720	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-07 12:01:39
20160807836	苗成林	珠海	720	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-07 12:02:37
20160809338	叶亦凯	珠海	201	拌土豆丝	25	1	9.0	根菜类	微辣	2016-08-09 11:18:41
20160809338	叶亦凯	珠海	201	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-09 11:20:24
20160809338	叶亦凯	珠海	201	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-09 11:22:31
20160809338	叶亦凯	珠海	201	培根花菜	35	1	15.0	花菜类	爽口	2016-08-09 11:23:07
20160809338	叶亦凯	珠海	201	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-09 11:25:36
20160809338	叶亦凯	珠海	201	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-09 11:27:04
20160809537	仲佳豪	珠海	403	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-09 20:33:21
20160809537	仲佳豪	珠海	403	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-09 20:34:36
20160809537	仲佳豪	珠海	403	香菇鸡肉粥	15	1	10.0	粥类	咸鲜	2016-08-09 20:35:57
20160809537	仲佳豪	珠海	403	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-09 20:39:16
20160809537	仲佳豪	珠海	403	香辣爆羊肝	28	1	15.0	羊肉类	香辣	2016-08-09 20:42:59
20160809537	仲佳豪	珠海	403	桂圆枸杞鸽子汤	48	1	32.0	其他肉类	香草味	2016-08-09 20:43:09
20160809537	仲佳豪	珠海	403	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-09 20:43:35
20160809537	仲佳豪	珠海	403	酸辣藕丁	33	1	15.0	茎菜类	酸辣	2016-08-09 20:43:52
20160809537	仲佳豪	珠海	403	黄尾袋鼠西拉子红葡萄酒	46	1	30.0	红酒类	果味	2016-08-09 20:45:46
20160809537	仲佳豪	珠海	403	糖醋蕃茄溜青花	33	1	12.0	花菜类	爽口	2016-08-09 20:45:59
20160809537	仲佳豪	珠海	403	黑米恋上葡萄	33	1	15.0	米饭类	甜	2016-08-09 20:47:33
20160810294	张馥雨	珠海	155	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-10 12:57:43
20160810294	张馥雨	珠海	155	小炒羊腰	36	1	20.0	羊肉类	微辣	2016-08-10 13:08:37
20160810294	张馥雨	珠海	155	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-10 13:10:05
20160810294	张馥雨	珠海	155	拌土豆丝	25	1	9.0	根菜类	微辣	2016-08-10 13:11:37
20160810294	张馥雨	珠海	155	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-10 13:12:30
20160813842	李伟泽	珠海	125	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-13 11:05:06
20160813842	李伟泽	珠海	125	酸辣藕丁	33	1	15.0	茎菜类	酸辣	2016-08-13 11:05:27
20160813842	李伟泽	珠海	125	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-13 11:05:42
20160813842	李伟泽	珠海	125	番茄有机花菜	32	1	10.0	花菜类	爽口	2016-08-13 11:10:50
20160813842	李伟泽	珠海	125	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-13 11:11:34
20160813882	陈庆胜	珠海	516	倒立蒸梭子蟹	169	1	119.0	蟹类	爽口	2016-08-13 12:39:17
20160813882	陈庆胜	珠海	516	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-13 12:40:18
20160813882	陈庆胜	珠海	516	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-13 12:40:32
20160813882	陈庆胜	珠海	516	凉拌蒜蓉西兰花	29	1	9.0	叶菜类	蒜蓉	2016-08-13 12:41:41
20160813882	陈庆胜	珠海	516	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-13 12:43:39
20160813882	陈庆胜	珠海	516	番茄炖秋葵	35	1	15.0	茎菜类	酸甜	2016-08-13 12:44:25
20160813882	陈庆胜	珠海	516	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-13 12:46:22
20160813882	陈庆胜	珠海	516	金玉良缘	30	1	12.0	茎菜类	微辣	2016-08-13 12:46:52
20160813882	陈庆胜	珠海	516	50度古井贡酒	90	1	20.0	白酒类	爽口	2016-08-13 12:49:44
20160813882	陈庆胜	珠海	516	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-13 12:50:19
20160813853	卓永梅	珠海	636	鲜美鳝鱼	55	1	19.0	其他水产	咸鲜	2016-08-13 13:59:10
20160813853	卓永梅	珠海	636	凉拌海带豆芽紫菜	35	1	15.0	海藻类	爽口	2016-08-13 13:59:48
20160813853	卓永梅	珠海	636	重庆特色油烧兔	69	1	42.0	其他肉类	麻辣	2016-08-13 14:00:15
20160813853	卓永梅	珠海	636	牛尾汤	40	1	20.0	牛肉类	爽口	2016-08-13 14:00:17
20160813853	卓永梅	珠海	636	香辣爆羊肝	28	1	15.0	羊肉类	香辣	2016-08-13 14:02:24
20160813853	卓永梅	珠海	636	拌土豆丝	25	1	9.0	根菜类	微辣	2016-08-13 14:02:25
20160813853	卓永梅	珠海	636	金玉良缘	30	1	12.0	茎菜类	微辣	2016-08-13 14:03:12
20160813853	卓永梅	珠海	636	53度茅台	128	1	65.0	白酒类	清香	2016-08-13 14:04:16
20160813853	卓永梅	珠海	636	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-13 14:04:23
20160813853	卓永梅	珠海	636	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-13 14:04:38
20160813853	卓永梅	珠海	636	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-13 14:05:03
20160813853	卓永梅	珠海	636	黄油曲奇饼干	16	1	10.0	糕点类	奶香	2016-08-13 14:05:29
20160813853	卓永梅	珠海	636	葡萄奶酥(超酥香的饼干)	9	1	3.0	糕点类	香酥	2016-08-13 14:05:47
20160813853	卓永梅	珠海	636	清爽拌凉面	15	1	10.0	面食类	微辣	2016-08-13 14:07:51
20160813853	卓永梅	珠海	636	广式虾仁肠粉	18	1	10.0	肠粉类	咸鲜	2016-08-13 14:08:48
20160813853	卓永梅	珠海	636	土豆西红柿汤面	13	1	8.0	面食类	酸辣	2016-08-13 14:08:50
20160813853	卓永梅	珠海	636	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-13 14:09:54
20160815754	卓权汉	珠海	338	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-15 17:56:29
20160815754	卓权汉	珠海	338	党参黄芪炖牛尾	35	1	20.0	牛肉类	咸鲜	2016-08-15 17:56:32
20160815754	卓权汉	珠海	338	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-15 17:57:25
20160815754	卓权汉	珠海	338	葱油凉拌藕片	30	1	10.0	茎菜类	爽口	2016-08-15 18:02:25
20160815754	卓权汉	珠海	338	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-15 18:07:04
20160815754	卓权汉	珠海	338	一品香酥藕	10	1	4.0	甜点类	香酥	2016-08-15 18:07:29
20160815754	卓权汉	珠海	338	五彩藕苗	35	1	15.0	茎菜类	爽口	2016-08-15 18:07:36
20160815754	卓权汉	珠海	338	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-15 18:09:22
20160815754	卓权汉	珠海	338	清爽拌凉面	15	1	10.0	面食类	微辣	2016-08-15 18:13:26
20160815754	卓权汉	珠海	338	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-15 18:14:25
20160815648	陈力	珠海	807	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-15 18:36:13
20160815648	陈力	珠海	807	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-15 18:36:23
20160815648	陈力	珠海	807	芝麻烤紫菜	25	1	10.0	海藻类	香酥	2016-08-15 18:36:24
20160815648	陈力	珠海	807	路易拉菲红酒干红	158	1	100.0	红酒类	果味	2016-08-15 18:36:27
20160815648	陈力	珠海	807	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-15 18:36:34
20160815648	陈力	珠海	807	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-15 18:36:51
20160815648	陈力	珠海	807	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-15 18:36:52
20160815648	陈力	珠海	807	牛肉鸡蛋肠粉	20	1	10.0	肠粉类	咸鲜	2016-08-15 18:37:12
20160815648	陈力	珠海	807	蛋挞	8	1	4.0	糕点类	甜	2016-08-15 18:37:20
20160815648	陈力	珠海	807	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-15 18:37:25
20160815648	陈力	珠海	807	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-15 18:37:33
20160815648	陈力	珠海	807	哈尔滨啤酒罐装	7	1	3.0	啤酒类	爽口	2016-08-15 18:37:50
20160815648	陈力	珠海	807	桂圆肉红豆八宝饭	39	1	18.0	米饭类	清淡	2016-08-15 18:38:04
20160815648	陈力	珠海	807	葱油凉拌藕片	30	1	10.0	茎菜类	爽口	2016-08-15 18:39:19
20160815648	陈力	珠海	807	山药养生粥	19	1	10.0	粥类	咸鲜	2016-08-15 18:39:21
20160815648	陈力	珠海	807	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-15 18:39:28
20160815648	陈力	珠海	807	老式面包	19	1	10.0	面包类	甜	2016-08-15 18:39:34
20160821286	杨依萱	珠海	131	蒜蓉生蚝	49	1	28.0	贝壳类	蒜香	2016-08-21 12:38:54
20160821286	杨依萱	珠海	131	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-21 12:39:16
20160821286	杨依萱	珠海	131	木须豌豆	32	1	19.0	果菜类	爽口	2016-08-21 12:40:20
20160821286	杨依萱	珠海	131	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-21 12:50:17
20160821790	易柯轩	珠海	425	爆炒鳝碌	55	1	20.0	其他水产	微辣	2016-08-21 13:57:04
20160821790	易柯轩	珠海	425	牛尾汤	40	1	20.0	牛肉类	爽口	2016-08-21 13:57:21
20160821790	易柯轩	珠海	425	花蛤蒸蛋	37	1	13.0	贝壳类	葱香	2016-08-21 13:57:22
20160821790	易柯轩	珠海	425	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-21 13:58:33
20160821790	易柯轩	珠海	425	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-21 13:58:39
20160821790	易柯轩	珠海	425	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-21 14:00:03
20160821790	易柯轩	珠海	425	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-21 14:00:32
20160821790	易柯轩	珠海	425	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-21 14:05:37
20160821790	易柯轩	珠海	425	五彩藕苗	35	1	15.0	茎菜类	爽口	2016-08-21 14:07:06
20160821790	易柯轩	珠海	425	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-21 14:07:34
20160821790	易柯轩	珠海	425	小炒羊腰	36	1	20.0	羊肉类	微辣	2016-08-21 14:09:04
20160821790	易柯轩	珠海	425	香辣爆羊肝	28	1	15.0	羊肉类	香辣	2016-08-21 14:10:40
20160821790	易柯轩	珠海	425	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-21 14:11:40
20160821908	郑景明	珠海	655	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-21 20:44:08
20160821908	郑景明	珠海	655	重庆特色油烧兔	69	1	42.0	其他肉类	麻辣	2016-08-21 20:45:37
20160821908	郑景明	珠海	655	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-21 20:49:24
20160821908	郑景明	珠海	655	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-21 20:50:43
20160821908	郑景明	珠海	655	葱姜炒蟹	109	1	80.0	蟹类	葱香	2016-08-21 20:50:47
20160821908	郑景明	珠海	655	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-21 20:51:29
20160821908	郑景明	珠海	655	培根花菜	35	1	15.0	花菜类	爽口	2016-08-21 20:52:05
20160821908	郑景明	珠海	655	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-21 20:52:17
20160821908	郑景明	珠海	655	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-21 20:53:36
20160826350	杨晓畅	珠海	584	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-26 12:29:50
20160826350	杨晓畅	珠海	584	金玉良缘	30	1	12.0	茎菜类	微辣	2016-08-26 12:31:17
20160826350	杨晓畅	珠海	584	糖醋蕃茄溜青花	33	1	12.0	花菜类	爽口	2016-08-26 12:36:37
20160826205	卢俊恒	珠海	321	清蒸蝶鱼	56	1	30.0	鱼类	爽口	2016-08-26 12:36:58
20160826350	杨晓畅	珠海	584	路易拉菲红酒干红	158	1	100.0	红酒类	果味	2016-08-26 12:37:17
20160826205	卢俊恒	珠海	321	凉拌海带豆芽紫菜	35	1	15.0	海藻类	爽口	2016-08-26 12:39:18
20160826205	卢俊恒	珠海	321	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-26 12:40:12
20160826350	杨晓畅	珠海	584	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-26 12:40:35
20160826205	卢俊恒	珠海	321	凉拌萝卜丝	20	1	8.0	根菜类	酸	2016-08-26 12:44:27
20160826205	卢俊恒	珠海	321	三色凉拌手撕兔	66	1	38.0	其他肉类	香辣	2016-08-26 12:45:05
20160826205	卢俊恒	珠海	321	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-26 12:45:06
20160826205	卢俊恒	珠海	321	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-26 12:47:16
20160826205	卢俊恒	珠海	321	糖醋蕃茄溜青花	33	1	12.0	花菜类	爽口	2016-08-26 12:51:26
20160826611	陈慧茹	珠海	408	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-26 17:48:10
20160826611	陈慧茹	珠海	408	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-26 17:51:24
20160826611	陈慧茹	珠海	408	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-26 17:54:47
20160826611	陈慧茹	珠海	408	山药养生粥	19	1	10.0	粥类	咸鲜	2016-08-26 17:54:48
20160826611	陈慧茹	珠海	408	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-26 17:55:30
20160826611	陈慧茹	珠海	408	打卤面	26	1	10.0	面食类	爽口	2016-08-26 17:59:03
20160826611	陈慧茹	珠海	408	桂圆肉红豆八宝饭	39	1	18.0	米饭类	清淡	2016-08-26 18:04:18
20160826611	陈慧茹	珠海	408	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-26 18:05:54
20160827589	唐轩	珠海	551	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-27 19:28:37
20160827589	唐轩	珠海	551	党参黄芪炖牛尾	35	1	20.0	牛肉类	咸鲜	2016-08-27 19:29:06
20160827589	唐轩	珠海	551	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-27 19:29:20
20160827589	唐轩	珠海	551	培根花菜	35	1	15.0	花菜类	爽口	2016-08-27 19:33:23
20160827589	唐轩	珠海	551	盘蟹蒸蛋	55	1	29.0	蟹类	清淡	2016-08-27 19:33:40
20160827589	唐轩	珠海	551	木须豌豆	32	1	19.0	果菜类	爽口	2016-08-27 19:35:10
20160827589	唐轩	珠海	551	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-27 19:36:29
20160827589	唐轩	珠海	551	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-27 19:36:31
20160827589	唐轩	珠海	551	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-27 19:36:37
20160827589	唐轩	珠海	551	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 19:38:13
20160827589	唐轩	珠海	551	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-27 19:38:33
20160827589	唐轩	珠海	551	老式面包	19	1	10.0	面包类	甜	2016-08-27 19:38:34
20160827589	唐轩	珠海	551	黄花菜炒木耳	35	1	15.0	花菜类	葱香	2016-08-27 19:42:30
20160827589	唐轩	珠海	551	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-27 19:42:34
20160828658	叶潇逸	珠海	459	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-28 17:56:55
20160828658	叶潇逸	珠海	459	香辣爆羊肝	28	1	15.0	羊肉类	香辣	2016-08-28 17:57:01
20160828658	叶潇逸	珠海	459	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-28 17:57:05
20160828658	叶潇逸	珠海	459	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-28 17:57:39
20160828658	叶潇逸	珠海	459	牛奶卷	17	1	8.0	面包类	奶香	2016-08-28 17:58:20
20160828658	叶潇逸	珠海	459	打卤面	26	1	10.0	面食类	爽口	2016-08-28 17:58:36
20160828658	叶潇逸	珠海	459	白饭/大碗	10	3	5.0	米饭类	原味	2016-08-28 17:59:20
20160828658	叶潇逸	珠海	459	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-28 17:59:31
20160828658	叶潇逸	珠海	459	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-28 18:00:08
20160828658	叶潇逸	珠海	459	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-28 18:01:28
20160828658	叶潇逸	珠海	459	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-28 18:02:09
20160828658	叶潇逸	珠海	459	酸辣藕丁	33	1	15.0	茎菜类	酸辣	2016-08-28 18:02:35
20160828658	叶潇逸	珠海	459	辣炒海带丝	19	1	8.0	海藻类	微辣	2016-08-28 18:05:16
