订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
20160808628	柴亟汛	佛山	842	清爽拌凉面	15	1	10.0	面食类	微辣	2016-08-08 20:12:48
20160808628	柴亟汛	佛山	842	超人气广式肠粉	18	1	10.0	肠粉类	咸鲜	2016-08-08 20:12:49
20160808628	柴亟汛	佛山	842	52度泸州老窖	159	1	85.0	白酒类	清香	2016-08-08 20:14:06
20160808628	柴亟汛	佛山	842	红酒炖羊肉	108	1	69.0	羊肉类	微辣	2016-08-08 20:15:41
20160808628	柴亟汛	佛山	842	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-08 20:17:17
20160808628	柴亟汛	佛山	842	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-08 20:17:25
20160808516	孙静波	佛山	138	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-08 21:48:59
20160808516	孙静波	佛山	138	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-08 21:49:43
20160808516	孙静波	佛山	138	凉拌蒜蓉西兰花	29	1	9.0	叶菜类	蒜蓉	2016-08-08 21:51:10
20160808516	孙静波	佛山	138	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-08 22:01:47
20160808516	孙静波	佛山	138	北冰洋汽水	5	2	2.0	饮料类	果味	2016-08-08 22:04:23
20160809635	赵烜熙	佛山	255	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-09 18:00:03
20160809635	赵烜熙	佛山	255	避风塘炒蟹	48	1	29.0	蟹类	微辣	2016-08-09 18:00:14
20160809635	赵烜熙	佛山	255	五彩藕苗	35	1	15.0	茎菜类	爽口	2016-08-09 18:01:14
20160809635	赵烜熙	佛山	255	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-09 18:03:23
20160809635	赵烜熙	佛山	255	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-09 18:08:41
20160809635	赵烜熙	佛山	255	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-09 18:09:53
20160809635	赵烜熙	佛山	255	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-09 18:11:10
20160810595	沈嘉仪	佛山	416	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-10 17:38:06
20160810595	沈嘉仪	佛山	416	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-10 17:39:03
20160810595	沈嘉仪	佛山	416	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-10 17:39:36
20160810595	沈嘉仪	佛山	416	凉拌蒜蓉西兰花	29	1	9.0	叶菜类	蒜蓉	2016-08-10 17:43:48
20160810595	沈嘉仪	佛山	416	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-10 17:43:56
20160810595	沈嘉仪	佛山	416	桂圆肉红豆八宝饭	39	1	18.0	米饭类	清淡	2016-08-10 17:46:14
20160810595	沈嘉仪	佛山	416	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-10 17:51:40
20160815743	屈贤	佛山	1214	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-15 21:09:36
20160815743	屈贤	佛山	1214	倒立蒸梭子蟹	169	1	119.0	蟹类	爽口	2016-08-15 21:10:01
20160815743	屈贤	佛山	1214	花蛤蒸蛋	37	1	13.0	贝壳类	葱香	2016-08-15 21:11:50
20160815743	屈贤	佛山	1214	清蒸蝶鱼	56	1	30.0	鱼类	爽口	2016-08-15 21:11:55
20160815743	屈贤	佛山	1214	芹黄鳝丝	58	1	30.0	其他水产	爽口	2016-08-15 21:15:31
20160815743	屈贤	佛山	1214	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-15 21:16:38
20160815743	屈贤	佛山	1214	红酒炖羊肉	108	1	69.0	羊肉类	微辣	2016-08-15 21:17:29
20160815743	屈贤	佛山	1214	玉竹南北杏鸭腿汤	35	1	12.0	家禽类	爽口	2016-08-15 21:18:53
20160815743	屈贤	佛山	1214	爆炒双丝	35	1	15.0	根菜类	微辣	2016-08-15 21:19:34
20160815743	屈贤	佛山	1214	番茄炖秋葵	35	1	15.0	茎菜类	酸甜	2016-08-15 21:19:37
20160815743	屈贤	佛山	1214	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-15 21:21:57
20160815743	屈贤	佛山	1214	木须豌豆	32	1	19.0	果菜类	爽口	2016-08-15 21:22:29
20160815743	屈贤	佛山	1214	52度泸州老窖	159	1	85.0	白酒类	清香	2016-08-15 21:23:30
20160815743	屈贤	佛山	1214	黄花菜炒木耳	35	1	15.0	花菜类	葱香	2016-08-15 21:23:49
20160815743	屈贤	佛山	1214	黑米恋上葡萄	33	1	15.0	米饭类	甜	2016-08-15 21:25:59
20160815743	屈贤	佛山	1214	桂圆肉红豆八宝饭	39	1	18.0	米饭类	清淡	2016-08-15 21:26:44
20160816172	高梓稳	佛山	242	油焖麻辣虾	65	1	43.0	虾类	麻辣	2016-08-16 13:56:28
20160816172	高梓稳	佛山	242	海带结豆腐汤	30	1	12.0	海藻类	清淡	2016-08-16 13:57:49
20160816172	高梓稳	佛山	242	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-16 13:59:04
20160816172	高梓稳	佛山	242	爆炒双丝	35	1	15.0	根菜类	微辣	2016-08-16 13:59:50
20160816172	高梓稳	佛山	242	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-16 13:59:57
20160816172	高梓稳	佛山	242	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-16 14:05:22
20160816172	高梓稳	佛山	242	小米南瓜粥	13	1	7.0	粥类	爽口	2016-08-16 14:05:29
20160816172	高梓稳	佛山	242	咖啡奶香面包	16	1	10.0	面包类	原味	2016-08-16 14:08:15
20160818725	孙哲瀚	佛山	506	清蒸蝶鱼	56	1	30.0	鱼类	爽口	2016-08-18 19:57:40
20160818725	孙哲瀚	佛山	506	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-18 19:58:19
20160818725	孙哲瀚	佛山	506	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-18 19:59:41
20160818725	孙哲瀚	佛山	506	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-18 20:00:09
20160818725	孙哲瀚	佛山	506	凉拌海带豆芽紫菜	35	1	15.0	海藻类	爽口	2016-08-18 20:00:17
20160818725	孙哲瀚	佛山	506	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-18 20:00:20
20160818725	孙哲瀚	佛山	506	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-18 20:02:54
20160818725	孙哲瀚	佛山	506	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-18 20:05:11
20160818725	孙哲瀚	佛山	506	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-18 20:07:20
20160818725	孙哲瀚	佛山	506	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-18 20:09:54
20160819746	王芊茹	佛山	843	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-19 21:29:04
20160819746	王芊茹	佛山	843	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-19 21:31:16
20160819746	王芊茹	佛山	843	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-19 21:32:52
20160819746	王芊茹	佛山	843	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-19 21:34:10
20160819746	王芊茹	佛山	843	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-19 21:34:16
20160819746	王芊茹	佛山	843	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-19 21:37:30
20160819746	王芊茹	佛山	843	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-19 21:38:11
20160819746	王芊茹	佛山	843	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-19 21:40:32
20160819746	王芊茹	佛山	843	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-19 21:41:04
20160819746	王芊茹	佛山	843	红酒炖羊肉	108	1	69.0	羊肉类	微辣	2016-08-19 21:41:06
20160819746	王芊茹	佛山	843	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-19 21:41:31
20160819746	王芊茹	佛山	843	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-19 21:41:45
20160819746	王芊茹	佛山	843	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-19 21:41:50
20160819746	王芊茹	佛山	843	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-19 21:42:06
20160819746	王芊茹	佛山	843	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-19 21:42:27
20160819746	王芊茹	佛山	843	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-19 21:44:08
20160820857	薛依然	佛山	694	冰镇花螺	35	1	15.0	贝壳类	微辣	2016-08-20 11:45:59
20160820857	薛依然	佛山	694	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-20 11:46:02
20160820857	薛依然	佛山	694	木须豌豆	32	1	19.0	果菜类	爽口	2016-08-20 11:46:46
20160820857	薛依然	佛山	694	桂圆枸杞鸽子汤	48	1	32.0	其他肉类	香草味	2016-08-20 11:46:55
20160820857	薛依然	佛山	694	青炒扁豆	28	1	10.0	果菜类	爽口	2016-08-20 11:47:50
20160820857	薛依然	佛山	694	法国波尔多AOC干红葡萄酒原	159	1	100.0	红酒类	果味	2016-08-20 11:48:44
20160820857	薛依然	佛山	694	番茄有机花菜	32	1	10.0	花菜类	爽口	2016-08-20 11:48:58
20160820857	薛依然	佛山	694	老式面包	19	1	10.0	面包类	甜	2016-08-20 11:49:40
20160820857	薛依然	佛山	694	山药养生粥	19	1	10.0	粥类	咸鲜	2016-08-20 11:50:13
20160820857	薛依然	佛山	694	蒜香包	13	1	8.0	面包类	蒜香	2016-08-20 11:50:15
20160820857	薛依然	佛山	694	酸辣汤面	16	1	10.0	面食类	微辣	2016-08-20 11:51:49
20160820857	薛依然	佛山	694	黑米恋上葡萄	33	1	15.0	米饭类	甜	2016-08-20 11:53:36
20160820857	薛依然	佛山	694	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-20 11:56:01
20160820857	薛依然	佛山	694	桂圆肉红豆八宝饭	39	1	18.0	米饭类	清淡	2016-08-20 11:56:07
20160820857	薛依然	佛山	694	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-20 11:57:56
20160821709	黄文轩	佛山	378	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-21 21:44:24
20160821709	黄文轩	佛山	378	紫薯面包卷	20	1	10.0	甜点类	甜	2016-08-21 21:45:02
20160821709	黄文轩	佛山	378	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-21 21:45:02
20160821709	黄文轩	佛山	378	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-21 21:45:05
20160821709	黄文轩	佛山	378	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-21 21:45:07
20160821709	黄文轩	佛山	378	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-21 21:46:29
20160821709	黄文轩	佛山	378	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-21 21:47:22
20160821709	黄文轩	佛山	378	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-21 21:47:29
20160821709	黄文轩	佛山	378	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-21 21:48:55
20160822499	艾少雄	佛山	337	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-22 21:56:20
20160822499	艾少雄	佛山	337	蒜蓉生蚝	49	1	28.0	贝壳类	蒜香	2016-08-22 21:57:47
20160822499	艾少雄	佛山	337	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-22 21:58:43
20160822499	艾少雄	佛山	337	凉拌萝卜丝	20	1	8.0	根菜类	酸	2016-08-22 21:59:14
20160822499	艾少雄	佛山	337	香菇鹌鹑蛋	39	1	17.0	茎菜类	爽口	2016-08-22 21:59:48
20160822499	艾少雄	佛山	337	张裕葡萄酒张裕赤霞珠干红	32	1	20.0	红酒类	果味	2016-08-22 22:02:23
20160822499	艾少雄	佛山	337	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-22 22:03:50
20160822499	艾少雄	佛山	337	清爽拌凉面	15	1	10.0	面食类	微辣	2016-08-22 22:04:20
20160822499	艾少雄	佛山	337	冰糖红豆薏米粥	15	1	9.0	粥类	爽口	2016-08-22 22:07:51
20160822499	艾少雄	佛山	337	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-22 22:08:10
20160824343	杨依萱	佛山	202	辣炒海带丝	19	1	8.0	海藻类	微辣	2016-08-24 11:49:02
20160824343	杨依萱	佛山	202	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-24 11:50:44
20160824343	杨依萱	佛山	202	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-24 11:52:24
20160824343	杨依萱	佛山	202	爆炒鸡翅	56	1	31.0	家禽类	香辣	2016-08-24 11:55:27
20160824343	杨依萱	佛山	202	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-24 11:56:38
20160824343	杨依萱	佛山	202	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-24 11:59:08
20160825523	张小雨	佛山	351	清蒸海鱼	78	1	55.0	鱼类	清淡	2016-08-25 20:49:17
20160825523	张小雨	佛山	351	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-25 20:52:17
20160825523	张小雨	佛山	351	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-25 20:52:24
20160825523	张小雨	佛山	351	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-25 20:52:50
20160825523	张小雨	佛山	351	爆炒双丝	35	1	15.0	根菜类	微辣	2016-08-25 20:53:43
20160825523	张小雨	佛山	351	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-25 20:54:33
20160825523	张小雨	佛山	351	番茄有机花菜	32	1	10.0	花菜类	爽口	2016-08-25 20:55:16
20160825523	张小雨	佛山	351	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-25 20:56:17
20160825523	张小雨	佛山	351	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-25 20:58:28
20160827816	刘东方	佛山	419	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-27 11:35:41
20160827816	刘东方	佛山	419	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-27 11:35:41
20160827816	刘东方	佛山	419	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-27 11:35:50
20160827816	刘东方	佛山	419	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-27 11:36:33
20160827816	刘东方	佛山	419	五彩豆	29	1	19.0	果菜类	清淡	2016-08-27 11:40:11
20160827816	刘东方	佛山	419	路易拉菲红酒干红	158	1	100.0	红酒类	果味	2016-08-27 11:40:36
20160827816	刘东方	佛山	419	纸杯蛋糕	8	1	3.0	糕点类	奶香	2016-08-27 11:40:41
20160827816	刘东方	佛山	419	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-27 11:41:02
20160827816	刘东方	佛山	419	牛肉鸡蛋肠粉	20	1	10.0	肠粉类	咸鲜	2016-08-27 11:42:05
20160827816	刘东方	佛山	419	酸辣汤面	16	1	10.0	面食类	微辣	2016-08-27 11:43:18
20160830168	张馥雨	佛山	1105	芝士烩波士顿龙虾	175	2	130.0	虾类	爽口	2016-08-30 12:10:45
20160830168	张馥雨	佛山	1105	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-30 12:11:16
20160830168	张馥雨	佛山	1105	核桃葡萄干土司	19	1	10.0	甜点类	酸甜	2016-08-30 12:12:53
20160830168	张馥雨	佛山	1105	倒立蒸梭子蟹	169	4	119.0	蟹类	爽口	2016-08-30 12:13:27
20160830168	张馥雨	佛山	1105	番茄甘蓝	33	1	10.0	根菜类	蒜香	2016-08-30 12:19:25
