订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
20160806855	柴莉娇	广州	689	辣炒田螺	35	1	15.0	贝壳类	微辣	2016-08-06 13:40:59
20160806855	柴莉娇	广州	689	紫薯面包卷	20	1	10.0	甜点类	甜	2016-08-06 13:42:20
20160806855	柴莉娇	广州	689	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-06 13:42:58
20160806855	柴莉娇	广州	689	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-06 13:44:19
20160806855	柴莉娇	广州	689	打卤面	26	1	10.0	面食类	爽口	2016-08-06 13:44:39
20160806855	柴莉娇	广州	689	鱼香肉丝拌面	18	1	12.0	面食类	微辣	2016-08-06 13:46:37
20160806855	柴莉娇	广州	689	路易拉菲红酒干红	158	1	100.0	红酒类	果味	2016-08-06 13:47:04
20160806855	柴莉娇	广州	689	黄花菜炒木耳	35	1	15.0	花菜类	葱香	2016-08-06 13:47:15
20160806855	柴莉娇	广州	689	培根花菜	35	1	15.0	花菜类	爽口	2016-08-06 13:47:31
20160806855	柴莉娇	广州	689	泡椒凤爪	58	1	32.0	家禽类	中辣	2016-08-06 13:47:33
20160806855	柴莉娇	广州	689	皮蛋瘦肉粥	16	1	9.0	粥类	咸鲜	2016-08-06 13:48:20
20160806484	牛长熙	广州	435	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-06 18:01:04
20160806584	刑兴国	广州	1156	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-06 18:02:09
20160806484	牛长熙	广州	435	辣炒田螺	35	1	15.0	贝壳类	微辣	2016-08-06 18:02:19
20160806584	刑兴国	广州	1156	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-06 18:03:10
20160806584	刑兴国	广州	1156	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-06 18:03:17
20160806484	牛长熙	广州	435	小炒羊腰	36	1	20.0	羊肉类	微辣	2016-08-06 18:03:20
20160806484	牛长熙	广州	435	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-06 18:03:33
20160806584	刑兴国	广州	1156	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-06 18:03:41
20160806584	刑兴国	广州	1156	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 18:03:56
20160806584	刑兴国	广州	1156	花蛤蒸蛋	37	1	13.0	贝壳类	葱香	2016-08-06 18:04:13
20160806584	刑兴国	广州	1156	冰镇花螺	35	1	15.0	贝壳类	微辣	2016-08-06 18:04:14
20160806584	刑兴国	广州	1156	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-06 18:04:23
20160806584	刑兴国	广州	1156	泡椒凤爪	58	1	32.0	家禽类	中辣	2016-08-06 18:04:44
20160806584	刑兴国	广州	1156	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-06 18:05:05
20160806484	牛长熙	广州	435	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-06 18:05:10
20160806584	刑兴国	广州	1156	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-06 18:05:16
20160806584	刑兴国	广州	1156	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 18:05:22
20160806584	刑兴国	广州	1156	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-06 18:05:28
20160806584	刑兴国	广州	1156	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-06 18:05:34
20160806584	刑兴国	广州	1156	爆炒鸡翅	56	1	31.0	家禽类	香辣	2016-08-06 18:05:39
20160806584	刑兴国	广州	1156	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-06 18:05:39
20160806584	刑兴国	广州	1156	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-06 18:05:57
20160806584	刑兴国	广州	1156	番茄炖牛腩	35	1	20.0	牛肉类	酸辣	2016-08-06 18:05:57
20160806584	刑兴国	广州	1156	照烧鸡腿	16	1	6.0	家禽类	微辣	2016-08-06 18:05:57
20160806584	刑兴国	广州	1156	五色糯米饭(七色)	35	2	17.0	米饭类	清淡	2016-08-06 18:06:59
20160806484	牛长熙	广州	435	北冰洋汽水	5	1	2.0	饮料类	果味	2016-08-06 18:08:04
20160806484	牛长熙	广州	435	露露无糖杏仁露	7	1	3.0	饮料类	果味	2016-08-06 18:08:42
20160806484	牛长熙	广州	435	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-06 18:10:56
20160806484	牛长熙	广州	435	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-06 18:12:17
20160806484	牛长熙	广州	435	五香酱驴肉	52	1	36.0	其他肉类	酱香	2016-08-06 18:12:39
20160806484	牛长熙	广州	435	啤酒鸭	48	1	25.0	家禽类	香辣	2016-08-06 18:14:27
20160806484	牛长熙	广州	435	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-06 18:14:40
20160806508	崔雨泽	广州	259	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-06 20:37:11
20160806508	崔雨泽	广州	259	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-06 20:38:22
20160806508	崔雨泽	广州	259	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 20:40:27
20160806508	崔雨泽	广州	259	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 20:40:32
20160806508	崔雨泽	广州	259	小米南瓜粥	13	1	7.0	粥类	爽口	2016-08-06 20:43:31
20160806508	崔雨泽	广州	259	北冰洋汽水	5	1	2.0	饮料类	果味	2016-08-06 20:44:08
20160806508	崔雨泽	广州	259	露露无糖杏仁露	7	1	3.0	饮料类	果味	2016-08-06 20:46:07
20160806508	崔雨泽	广州	259	酸辣汤面	16	1	10.0	面食类	微辣	2016-08-06 20:49:03
20160806508	崔雨泽	广州	259	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-06 20:49:28
20160806508	崔雨泽	广州	259	皮蛋瘦肉粥	16	1	9.0	粥类	咸鲜	2016-08-06 20:50:09
20160806905	蓝振国	广州	379	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-06 21:16:27
20160806905	蓝振国	广州	379	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-06 21:17:57
20160806905	蓝振国	广州	379	番茄甘蓝	33	1	10.0	根菜类	蒜香	2016-08-06 21:18:37
20160806905	蓝振国	广州	379	金玉良缘	30	1	12.0	茎菜类	微辣	2016-08-06 21:23:01
20160806905	蓝振国	广州	379	木须豌豆	32	1	19.0	果菜类	爽口	2016-08-06 21:23:15
20160806905	蓝振国	广州	379	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-06 21:23:54
20160806905	蓝振国	广州	379	培根花菜	35	1	15.0	花菜类	爽口	2016-08-06 21:24:06
20160806905	蓝振国	广州	379	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-06 21:24:08
20160806905	蓝振国	广州	379	五彩藕苗	35	1	15.0	茎菜类	爽口	2016-08-06 21:24:42
20160806439	孙新潇	广州	878	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-06 21:27:13
20160806439	孙新潇	广州	878	酸辣藕丁	33	1	15.0	茎菜类	酸辣	2016-08-06 21:27:30
20160806439	孙新潇	广州	878	番茄甘蓝	33	1	10.0	根菜类	蒜香	2016-08-06 21:28:26
20160806439	孙新潇	广州	878	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-06 21:34:44
20160806439	孙新潇	广州	878	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 21:35:21
20160806439	孙新潇	广州	878	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 21:36:16
20160806439	孙新潇	广州	878	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-06 21:37:59
20160806439	孙新潇	广州	878	法国波尔多AOC干红葡萄酒原	159	1	100.0	红酒类	果味	2016-08-06 21:38:29
20160806439	孙新潇	广州	878	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-06 21:38:46
20160806439	孙新潇	广州	878	培根紫菜卷	30	1	13.0	海藻类	爽口	2016-08-06 21:39:32
20160806439	孙新潇	广州	878	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-06 21:42:11
20160806439	孙新潇	广州	878	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-06 21:43:32
20160806439	孙新潇	广州	878	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-06 21:43:41
20160806439	孙新潇	广州	878	白饭/大碗	10	2	5.0	米饭类	原味	2016-08-06 21:44:19
20160806439	孙新潇	广州	878	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-06 21:45:33
20160807283	薛倩倩	广州	250	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-07 11:04:43
20160807283	薛倩倩	广州	250	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-07 11:07:57
20160807283	薛倩倩	广州	250	小炒羊腰	36	1	20.0	羊肉类	微辣	2016-08-07 11:08:11
20160807283	薛倩倩	广州	250	北冰洋汽水	5	3	2.0	饮料类	果味	2016-08-07 11:08:50
20160807283	薛倩倩	广州	250	葱油凉拌藕片	30	1	10.0	茎菜类	爽口	2016-08-07 11:08:56
20160807283	薛倩倩	广州	250	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-07 11:09:59
20160807428	蔺芸玫	广州	289	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-07 11:14:05
20160807428	蔺芸玫	广州	289	蒜蓉生蚝	49	1	28.0	贝壳类	蒜香	2016-08-07 11:14:18
20160807428	蔺芸玫	广州	289	香辣爆羊肝	28	1	15.0	羊肉类	香辣	2016-08-07 11:15:08
20160807428	蔺芸玫	广州	289	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-07 11:15:23
20160807428	蔺芸玫	广州	289	金玉良缘	30	1	12.0	茎菜类	微辣	2016-08-07 11:16:03
20160807428	蔺芸玫	广州	289	爆炒双丝	35	1	15.0	根菜类	微辣	2016-08-07 11:16:11
20160807428	蔺芸玫	广州	289	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-07 11:16:59
20160807428	蔺芸玫	广州	289	黄尾袋鼠西拉子红葡萄酒	46	1	30.0	红酒类	果味	2016-08-07 11:17:40
20160807454	辛亚威	广州	444	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-07 19:03:06
20160807454	辛亚威	广州	444	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-07 19:03:55
20160807474	徐欣予	广州	698	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-07 19:04:09
20160807454	辛亚威	广州	444	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-07 19:04:30
