订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
20160805502	荆哲	深圳	473	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-05 21:00:29
20160805502	荆哲	深圳	473	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-05 21:00:52
20160805502	荆哲	深圳	473	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-05 21:02:34
20160805502	荆哲	深圳	473	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-05 21:04:50
20160805502	荆哲	深圳	473	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-05 21:08:57
20160805502	荆哲	深圳	473	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-05 21:09:48
20160805502	荆哲	深圳	473	凉拌蒜蓉西兰花	29	1	9.0	叶菜类	蒜蓉	2016-08-05 21:11:19
20160805502	荆哲	深圳	473	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-05 21:12:44
20160806848	夏晴	深圳	458	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-06 13:41:21
20160806848	夏晴	深圳	458	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-06 13:41:24
20160806848	夏晴	深圳	458	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-06 13:42:22
20160806848	夏晴	深圳	458	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-06 13:43:44
20160806848	夏晴	深圳	458	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 13:44:57
20160806848	夏晴	深圳	458	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-06 13:45:13
20160806848	夏晴	深圳	458	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-06 13:45:38
20160806848	夏晴	深圳	458	大理石奶油蛋糕	13	1	8.0	甜点类	奶香	2016-08-06 13:46:10
20160806848	夏晴	深圳	458	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-06 13:46:32
20160806872	刘爱梅	深圳	405	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-06 13:47:28
20160806848	夏晴	深圳	458	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-06 13:47:42
20160806872	刘爱梅	深圳	405	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-06 13:47:58
20160806872	刘爱梅	深圳	405	桂圆枸杞鸽子汤	48	1	32.0	其他肉类	香草味	2016-08-06 13:48:06
20160806872	刘爱梅	深圳	405	糖醋蕃茄溜青花	33	1	12.0	花菜类	爽口	2016-08-06 13:50:05
20160806872	刘爱梅	深圳	405	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-06 13:50:56
20160806872	刘爱梅	深圳	405	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-06 13:52:53
20160806872	刘爱梅	深圳	405	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-06 13:56:33
20160806872	刘爱梅	深圳	405	黄尾袋鼠西拉子红葡萄酒	46	1	30.0	红酒类	果味	2016-08-06 13:57:32
20160806872	刘爱梅	深圳	405	葡萄奶酥(超酥香的饼干)	9	1	3.0	糕点类	香酥	2016-08-06 13:58:49
20160806872	刘爱梅	深圳	405	凉拌海带豆芽紫菜	35	1	15.0	海藻类	爽口	2016-08-06 13:58:50
20160806872	刘爱梅	深圳	405	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-06 13:59:30
20160806872	刘爱梅	深圳	405	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-06 14:05:52
20160807782	张娜	深圳	142	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-07 11:10:50
20160807201	辛钿	深圳	119	一品香酥藕	10	1	4.0	甜点类	香酥	2016-08-07 11:11:42
20160807782	张娜	深圳	142	美妙绝伦之白莲花	29	1	16.0	叶菜类	爽口	2016-08-07 11:11:59
20160807201	辛钿	深圳	119	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-07 11:12:50
20160807201	辛钿	深圳	119	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-07 11:16:47
20160807201	辛钿	深圳	119	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 11:19:54
20160807782	张娜	深圳	142	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-07 11:20:52
20160807782	张娜	深圳	142	蛋挞	8	1	4.0	糕点类	甜	2016-08-07 11:22:19
20160807782	张娜	深圳	142	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-07 11:22:27
20160807782	张娜	深圳	142	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-07 11:23:27
20160807840	俞亚萍	深圳	624	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 11:32:16
20160807840	俞亚萍	深圳	624	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-07 11:32:41
20160807840	俞亚萍	深圳	624	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-07 11:32:54
20160807840	俞亚萍	深圳	624	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-07 11:32:56
20160807840	俞亚萍	深圳	624	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-07 11:33:26
20160807840	俞亚萍	深圳	624	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-07 11:35:33
20160807840	俞亚萍	深圳	624	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-07 11:35:43
20160807840	俞亚萍	深圳	624	蒙古烤羊腿	48	1	25.0	羊肉类	微辣	2016-08-07 11:36:02
20160807840	俞亚萍	深圳	624	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-07 11:36:02
20160807840	俞亚萍	深圳	624	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 11:36:16
20160807840	俞亚萍	深圳	624	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-07 11:36:51
20160807840	俞亚萍	深圳	624	纸杯蛋糕	8	1	3.0	糕点类	奶香	2016-08-07 11:36:56
20160807840	俞亚萍	深圳	624	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-07 11:37:23
20160807840	俞亚萍	深圳	624	哈尔滨啤酒罐装	7	1	3.0	啤酒类	爽口	2016-08-07 11:37:49
20160807840	俞亚萍	深圳	624	北冰洋汽水	5	1	2.0	饮料类	果味	2016-08-07 11:38:08
20160807396	蔡锦诚	深圳	184	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-07 13:35:23
20160807396	蔡锦诚	深圳	184	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-07 13:36:41
20160807396	蔡锦诚	深圳	184	糖醋蕃茄溜青花	33	1	12.0	花菜类	爽口	2016-08-07 13:37:47
20160807396	蔡锦诚	深圳	184	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 13:43:11
20160807396	蔡锦诚	深圳	184	黄尾袋鼠西拉子红葡萄酒	46	1	30.0	红酒类	果味	2016-08-07 13:44:35
20160807594	章嘉福	深圳	427	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-07 17:54:42
20160807594	章嘉福	深圳	427	核桃葡萄干土司	19	1	10.0	甜点类	酸甜	2016-08-07 17:55:15
20160807594	章嘉福	深圳	427	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-07 17:57:23
20160807594	章嘉福	深圳	427	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-07 17:58:16
20160807594	章嘉福	深圳	427	拌土豆丝	25	1	9.0	根菜类	微辣	2016-08-07 17:58:25
20160807594	章嘉福	深圳	427	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-07 17:58:28
20160807594	章嘉福	深圳	427	油焖麻辣虾	65	1	43.0	虾类	麻辣	2016-08-07 17:58:57
20160807594	章嘉福	深圳	427	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-07 17:59:19
20160807607	沈飞	深圳	850	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-07 19:17:36
20160807607	沈飞	深圳	850	牛尾汤	40	1	20.0	牛肉类	爽口	2016-08-07 19:18:01
20160807607	沈飞	深圳	850	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-07 19:18:12
20160807607	沈飞	深圳	850	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 19:18:18
20160807607	沈飞	深圳	850	西瓜胡萝卜沙拉	26	1	8.0	根菜类	甜	2016-08-07 19:19:31
20160807607	沈飞	深圳	850	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-07 19:20:29
20160807607	沈飞	深圳	850	凉拌蒜蓉西兰花	29	1	9.0	叶菜类	蒜蓉	2016-08-07 19:21:01
20160807607	沈飞	深圳	850	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-07 19:22:54
20160807607	沈飞	深圳	850	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-07 19:23:14
20160807607	沈飞	深圳	850	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-07 19:24:02
20160807607	沈飞	深圳	850	爆炒鸡翅	56	1	31.0	家禽类	香辣	2016-08-07 19:24:12
20160807607	沈飞	深圳	850	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-07 19:24:37
20160807607	沈飞	深圳	850	花蛤蒸蛋	37	1	13.0	贝壳类	葱香	2016-08-07 19:24:50
20160807607	沈飞	深圳	850	泡椒凤爪	58	1	32.0	家禽类	中辣	2016-08-07 19:24:55
20160807607	沈飞	深圳	850	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-07 19:25:55
20160807546	徐艺鸣	深圳	832	小炒羊腰	36	1	20.0	羊肉类	微辣	2016-08-07 21:57:31
20160807546	徐艺鸣	深圳	832	花蛤蒸蛋	37	1	13.0	贝壳类	葱香	2016-08-07 21:57:39
20160807546	徐艺鸣	深圳	832	海带结豆腐汤	30	1	12.0	海藻类	清淡	2016-08-07 21:57:40
20160807546	徐艺鸣	深圳	832	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-07 21:57:40
20160807546	徐艺鸣	深圳	832	特醇嘉士伯啤酒罐装	6	1	2.0	啤酒类	爽口	2016-08-07 21:58:29
20160807546	徐艺鸣	深圳	832	蓝带啤酒罐装	9	1	5.0	啤酒类	爽口	2016-08-07 21:58:33
20160807546	徐艺鸣	深圳	832	避风塘炒蟹	48	1	29.0	蟹类	微辣	2016-08-07 21:58:36
20160807546	徐艺鸣	深圳	832	青岛啤酒罐装	7	1	4.0	啤酒类	爽口	2016-08-07 21:59:17
20160807546	徐艺鸣	深圳	832	老式面包	19	1	10.0	面包类	甜	2016-08-07 22:00:31
20160807546	徐艺鸣	深圳	832	凉拌萝卜丝	20	1	8.0	根菜类	酸	2016-08-07 22:01:06
20160807546	徐艺鸣	深圳	832	凉拌海带豆芽紫菜	35	1	15.0	海藻类	爽口	2016-08-07 22:01:43
20160807546	徐艺鸣	深圳	832	牛肉鸡蛋肠粉	20	1	10.0	肠粉类	咸鲜	2016-08-07 22:02:41
20160807546	徐艺鸣	深圳	832	小米南瓜粥	13	1	7.0	粥类	爽口	2016-08-07 22:03:22
20160807546	徐艺鸣	深圳	832	山药养生粥	19	1	10.0	粥类	咸鲜	2016-08-07 22:03:28
20160807546	徐艺鸣	深圳	832	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-07 22:03:37
20160807546	徐艺鸣	深圳	832	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-07 22:03:56
20160807546	徐艺鸣	深圳	832	桂圆肉红豆八宝饭	39	1	18.0	米饭类	清淡	2016-08-07 22:04:33
20160807546	徐艺鸣	深圳	832	一品香酥藕	10	1	4.0	甜点类	香酥	2016-08-07 22:04:41
20160807546	徐艺鸣	深圳	832	皮蛋瘦肉粥	16	1	9.0	粥类	咸鲜	2016-08-07 22:04:59
20160807546	徐艺鸣	深圳	832	爆炒猪肝	68	1	32.0	猪肉类	油腻	2016-08-07 22:06:05
20160807546	徐艺鸣	深圳	832	倒立蒸梭子蟹	169	1	119.0	蟹类	爽口	2016-08-07 22:06:26
20160808306	李鑫月	深圳	218	香辣腐乳炒虾	56	1	33.0	虾类	香辣	2016-08-08 11:33:59
20160808306	李鑫月	深圳	218	清蒸蝶鱼	56	1	30.0	鱼类	爽口	2016-08-08 11:34:06
20160808306	李鑫月	深圳	218	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-08 11:35:54
20160808306	李鑫月	深圳	218	大蒜苋菜	30	1	18.0	叶菜类	蒜香	2016-08-08 11:38:51
20160808306	李鑫月	深圳	218	酸辣藕丁	33	1	15.0	茎菜类	酸辣	2016-08-08 11:45:58
20160808306	李鑫月	深圳	218	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-08 11:47:22
20160809285	王静	深圳	147	焖猪手	58	1	34.0	猪肉类	香酥	2016-08-09 12:20:06
20160809285	王静	深圳	147	泡椒凤爪	58	1	32.0	家禽类	中辣	2016-08-09 12:22:34
20160809285	王静	深圳	147	炝炒大白菜	29	1	15.0	叶菜类	微辣	2016-08-09 12:23:51
20160809285	王静	深圳	147	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-09 12:24:54
20160809772	唐轩	深圳	129	辣炒海带丝	19	1	8.0	海藻类	微辣	2016-08-09 21:16:04
20160809772	唐轩	深圳	129	蒜蓉生蚝	49	1	28.0	贝壳类	蒜香	2016-08-09 21:19:53
20160809772	唐轩	深圳	129	意文柠檬汁	13	1	8.0	饮料类	柠檬味	2016-08-09 21:20:20
20160809772	唐轩	深圳	129	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-09 21:22:06
20160809772	唐轩	深圳	129	皮蛋瘦肉粥	16	1	9.0	粥类	咸鲜	2016-08-09 21:22:47
20160809772	唐轩	深圳	129	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-09 21:25:28
20160809759	刘斌义	深圳	392	独家薄荷鲜虾牛肉卷	45	1	30.0	牛肉类	咸鲜	2016-08-09 21:42:18
20160809759	刘斌义	深圳	392	香酥两吃大虾	89	1	55.0	虾类	香酥	2016-08-09 21:42:46
20160809759	刘斌义	深圳	392	拌土豆丝	25	1	9.0	根菜类	微辣	2016-08-09 21:44:32
20160809759	刘斌义	深圳	392	五色糯米饭(七色)	35	1	17.0	米饭类	清淡	2016-08-09 21:44:56
20160809759	刘斌义	深圳	392	油焖麻辣虾	65	1	43.0	虾类	麻辣	2016-08-09 21:45:21
20160809759	刘斌义	深圳	392	白斩鸡	88	1	54.0	家禽类	香酥	2016-08-09 21:45:42
20160809759	刘斌义	深圳	392	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-09 21:46:24
20160810344	冷雨凡	深圳	134	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-10 13:18:15
20160810344	冷雨凡	深圳	134	糖醋蕃茄溜青花	33	1	12.0	花菜类	爽口	2016-08-10 13:22:04
20160810344	冷雨凡	深圳	134	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-10 13:30:16
20160810460	袁诗棋	深圳	627	爆炒鸡翅	56	1	31.0	家禽类	香辣	2016-08-10 17:33:29
20160810460	袁诗棋	深圳	627	剁椒鱼头	55	1	28.0	鱼类	香辣	2016-08-10 17:33:44
20160810460	袁诗棋	深圳	627	蒜香辣花甲	45	1	29.0	贝壳类	微辣	2016-08-10 17:33:45
20160810460	袁诗棋	深圳	627	玉竹南北杏鸭腿汤	35	1	12.0	家禽类	爽口	2016-08-10 17:34:05
20160810460	袁诗棋	深圳	627	拌土豆丝	25	1	9.0	根菜类	微辣	2016-08-10 17:34:14
20160810460	袁诗棋	深圳	627	孜然羊排	88	1	49.0	羊肉类	微辣	2016-08-10 17:34:45
20160810460	袁诗棋	深圳	627	番茄甘蓝	33	1	10.0	根菜类	蒜香	2016-08-10 17:35:21
20160810460	袁诗棋	深圳	627	黑米恋上葡萄	33	1	15.0	米饭类	甜	2016-08-10 17:36:26
20160810460	袁诗棋	深圳	627	谷稻小庄	38	1	20.0	饮料类	果味	2016-08-10 17:36:38
20160810460	袁诗棋	深圳	627	法国波尔多AOC干红葡萄酒原	159	1	100.0	红酒类	果味	2016-08-10 17:36:57
20160810460	袁诗棋	深圳	627	山药养生粥	19	1	10.0	粥类	咸鲜	2016-08-10 17:37:36
20160810460	袁诗棋	深圳	627	鱼香肉丝拌面	18	1	12.0	面食类	微辣	2016-08-10 17:38:01
20160810460	袁诗棋	深圳	627	蒜香包	13	1	8.0	面包类	蒜香	2016-08-10 17:38:41
20160810460	袁诗棋	深圳	627	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-10 17:39:41
20160811346	薛菲菲	深圳	401	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-11 12:10:10
20160811346	薛菲菲	深圳	401	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-11 12:10:37
20160811346	薛菲菲	深圳	401	水煮鱼	65	1	45.0	鱼类	麻辣	2016-08-11 12:11:31
20160811346	薛菲菲	深圳	401	辣炒海带丝	19	1	8.0	海藻类	微辣	2016-08-11 12:16:17
20160811346	薛菲菲	深圳	401	香烤牛排	55	1	30.0	牛肉类	香辣	2016-08-11 12:17:09
20160811346	薛菲菲	深圳	401	凉拌萝卜丝	20	1	8.0	根菜类	酸	2016-08-11 12:18:20
20160811346	薛菲菲	深圳	401	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-11 12:18:24
20160811346	薛菲菲	深圳	401	爆炒鸡翅	56	1	31.0	家禽类	香辣	2016-08-11 12:20:47
20160811346	薛菲菲	深圳	401	香菇鸡肉粥	15	1	10.0	粥类	咸鲜	2016-08-11 12:22:17
20160811346	薛菲菲	深圳	401	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-11 12:22:36
20160811591	赵丙军	深圳	643	麻辣小龙虾	99	1	78.0	虾类	香辣	2016-08-11 21:21:16
20160811591	赵丙军	深圳	643	芝士烩波士顿龙虾	175	1	130.0	虾类	爽口	2016-08-11 21:21:41
20160811591	赵丙军	深圳	643	倒立蒸梭子蟹	169	1	119.0	蟹类	爽口	2016-08-11 21:21:42
20160811591	赵丙军	深圳	643	山药养生粥	19	1	10.0	粥类	咸鲜	2016-08-11 21:22:03
20160811591	赵丙军	深圳	643	芹菜炒腰花	18	1	9.0	猪肉类	清香	2016-08-11 21:22:08
20160811591	赵丙军	深圳	643	桂圆枸杞鸽子汤	48	1	32.0	其他肉类	香草味	2016-08-11 21:23:01
20160811591	赵丙军	深圳	643	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-11 21:23:36
20160811591	赵丙军	深圳	643	干锅田鸡	88	1	40.0	其他肉类	麻辣	2016-08-11 21:25:11
20160812170	蔡帆题	深圳	450	红酒炖羊肉	108	1	69.0	羊肉类	微辣	2016-08-12 13:33:28
20160812170	蔡帆题	深圳	450	辣炒鱿鱼	58	1	35.0	鱼类	微辣	2016-08-12 13:33:46
20160812170	蔡帆题	深圳	450	姜葱炒花蟹	45	1	27.0	蟹类	爽口	2016-08-12 13:33:58
20160812170	蔡帆题	深圳	450	凉拌菠菜	27	1	9.0	叶菜类	爽口	2016-08-12 13:35:05
20160812170	蔡帆题	深圳	450	桂圆枸杞鸽子汤	48	1	32.0	其他肉类	香草味	2016-08-12 13:35:19
20160812170	蔡帆题	深圳	450	黄花菜炒木耳	35	1	15.0	花菜类	葱香	2016-08-12 13:35:50
20160812170	蔡帆题	深圳	450	黄尾袋鼠西拉子红葡萄酒	46	1	30.0	红酒类	果味	2016-08-12 13:36:07
20160812170	蔡帆题	深圳	450	蛋挞	8	1	4.0	糕点类	甜	2016-08-12 13:36:22
20160812170	蔡帆题	深圳	450	黑米恋上葡萄	33	1	15.0	米饭类	甜	2016-08-12 13:36:34
20160812170	蔡帆题	深圳	450	黄油曲奇饼干	16	1	10.0	糕点类	奶香	2016-08-12 13:36:42
20160812170	蔡帆题	深圳	450	皮蛋瘦肉粥	16	1	9.0	粥类	咸鲜	2016-08-12 13:37:25
20160812170	蔡帆题	深圳	450	白饭/大碗	10	1	5.0	米饭类	原味	2016-08-12 13:39:36
20160813799	王潘潘	深圳	733	倒立蒸梭子蟹	169	1	119.0	蟹类	爽口	2016-08-13 11:15:38
20160813799	王潘潘	深圳	733	豌豆薯仔猪骨汤	39	1	24.0	猪肉类	清淡	2016-08-13 11:16:22
20160813799	王潘潘	深圳	733	蒜蓉生蚝	49	1	28.0	贝壳类	蒜香	2016-08-13 11:16:55
20160813799	王潘潘	深圳	733	五香酱驴肉	52	1	36.0	其他肉类	酱香	2016-08-13 11:17:16
20160813799	王潘潘	深圳	733	白胡椒胡萝卜羊肉汤	35	1	18.0	羊肉类	爽口	2016-08-13 11:17:37
20160813799	王潘潘	深圳	733	番茄炖秋葵	35	1	15.0	茎菜类	酸甜	2016-08-13 11:18:31
20160813799	王潘潘	深圳	733	番茄甘蓝	33	1	10.0	根菜类	蒜香	2016-08-13 11:18:57
